"Id","FirstName","LastName","Title","ShortDescription","Presentation","ServiceIds"
"2e28421e-27bb-48c1-9589-ee127182df78","Kati","Havo","Työterveyspsykologi, psykoterapeutti","","Olen työterveyspsykologi, kehityspsykologian erikoispsykologi (PsL) ja psykoterapeutti. Olet tervetullut tapaamisille työterveyden lyhytpsykoterapiaan, vakuutusyhtiön kautta tai itse aikaa varaten.

Tarjoan käsittelytukea pitkäaikaissairauden hyväksymiseen ja sen kanssa elämiseen, akuutteihin elämän kriiseihin ja muutosvaiheisiin, jaksamisen haasteisiin, jännitykseen, pelkoihin, ahdistukseen, masennukseen ja pakko-oireisiin. Autan myös vanhemmuuden kysymyksissä. Minulla on pitkä työkokemus lasten, nuorten ja aikuisten kanssa perheneuvonnasta, psykiatrialta ja sairaalasta.

Työntekijänä olen empaattinen ja asioihin syvällisesti paneutuva. Minulle on tärkeää, että tulet ymmärretyksi ja kunnioitetuksi omana itsenäsi. Työskentelyssäni on mahdollista käsitellä mm. aiempia elämänkokemuksia ja niiden merkitystä nykyhetken haasteissa, unohtamatta konkreettisia apukeinoja tässä ja nyt. Akuuteissa elämänkriiseissä autan sopeutumaan ja löytämään askelia eteenpäin.

Tervetuloa vastaanotollen","Surevan tuki, Elintapamuutosten psykologinen tuki, Stressin säätelytaitojen vahvistaminen, Paniikkihäiriön tutkimus ja hoito , Psykologi, Masennuksen tutkimus ja hoito , Sopeutumishäiriöiden tutkimus ja hoito, Psykoterapia, psykoterapeutti, Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Vakavaan sairauteen sopeutuminen, Kivun psykologinen hoito, Lastenpsykologin vastaanotto, Eroauttaminen, Kognitiiviset menetelmät, Perheen tuki, Nuoren psykologinen tuki, Ikääntyvän psykologinen tuki, Lapsen ja vanhemman välisen vuorovaikutuksen tuki , Unettomuus, Työuupumuksen tutkimus ja hoito, Lapsiperheen mielen tuki, Työterveyspsykologi, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Seksuaalisuuden ja sukupuolen moninaisuus, Lapsen psykologinen tuki, Fobioiden tutkimus ja hoito , Ahdistuneisuushäiriöiden tutkimus ja hoito , Pakko-oireiden tutkimus ja hoito, Kriisituki, Väsymys ja sen hoito, Perheterapia"
"f2cf21be-45cb-45a4-9dfc-b6ac07121d14","Juho","Reijula","Psykoterapeutti","","Hei, olen Juho – ammatiltani psykoterapeutti ja hallintotieteiden maisteri. Minua kuvataan helposti lähestyttäväksi kuuntelijaksi, joka aidosti välittää ihmisten ajatuksista ja tunteista.

Asiantuntijana tarjoan syvällistä reflektiota ja tukea asiakkaille heidän matkallaan kohti parempaa hyvinvointia. Olen sitoutunut auttamaan ja tukemaan ihmisiä heidän henkilökohtaisissa kasvupyrkimyksissään, ja uskon vahvasti ihmisten ainutlaatuisuuteen ja kykyyn voittaa haasteita. Yhdessä voimme löytää ratkaisuja ja kehittää uusia strategioita kohti parempaa elämänlaatua. Olen aidosti kiinnostunut auttamaan sinua saavuttamaan tavoitteesi ja löytämään tasapainon elämässä.

Hallinto ja esihenkilötyö ovat myös tuttuja teemoja osaamisessani, tämä antaa monipuolisen näkökulman asioiden käsittelyyn.

Odotan mielenkiinnolla mahdollisuutta työskennellä juuri sinun kanssasi ja rakentaa yhdessä merkityksellistä muutosta elämässäsi!

Lisäksi opiskelen tällä hetkellä myös työnohjaajaksi, kysy rohkeasti","Surevan tuki, Elintapamuutosten psykologinen tuki, Stressin säätelytaitojen vahvistaminen, Paniikkihäiriön tutkimus ja hoito , Pariterapia, Masennuksen tutkimus ja hoito , Psykoterapia, psykoterapeutti, Vakavaan sairauteen sopeutuminen, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Ikääntyvän psykologinen tuki, Työuupumuksen tutkimus ja hoito, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Itsetuhoisuuden tutkimus ja hoito, Ahdistuneisuushäiriöiden tutkimus ja hoito , Seksuaalisuuden kysymykset, Interpersonaalinen psykoterapia (IPT), Vihan käsittely, Pakko-oireiden tutkimus ja hoito, Kriisituki, Väsymys ja sen hoito, Perheterapia, Epävakaan persoonallisuushäiriön tutkimus ja hoito "
"95980899-3169-4253-864e-38b22b1b14e4","Anne","Näätsaari","Psykoterapeutti","","Olen pari- ja perhepsykoterapeutti sekä traumapsykoterapeutti. Pohjakoulutukseltani olen psykiatrinen sairaanhoitaja. Työkokemusta minulle on kertynyt kaksikymmentä vuotta sairaanhoitopiirin palveluksessa psykiatrian eri yksiköissä.

Otan vastaan yli 16-vuotiaita asiakkaita. Halutessasi voit ottaa tapaamiselle mukaan myös perheenjäsenen. 

Voit hakeutua vastaanotolleni niin työterveyshuollon lyhytterapia-asiakkaana kuin vakuutusyhtiön tukemana tai itse maksavana. Tapaamiset voidaan toteuttaa myös etäyhteydellä. Minulle on tärkeää, että asiakas tulee kuulluksi ja tavoitteenani on luoda rauhallinen, läsnäoleva ilmapiiri tapaamisella.

Tervetuloa vastaanotolleni!","Psykoterapia, psykoterapeutti, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Työterveyden lyhytpsykoterapia, Surevan tuki, Elintapamuutosten psykologinen tuki, Stressin säätelytaitojen vahvistaminen, Kriisi- ja traumapsykoterapia, Paniikkihäiriön tutkimus ja hoito , Sopeutumishäiriöiden tutkimus ja hoito, Vakavaan sairauteen sopeutuminen, Eroauttaminen, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Ikääntyvän psykologinen tuki, Unettomuus, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Fobioiden tutkimus ja hoito , Ahdistuneisuushäiriöiden tutkimus ja hoito , Seksuaalisuuden kysymykset, Vihan käsittely, Psykoosien ja skitsofrenian tutkimus ja hoito, Kriisituki, Parisuhteen hyvinvointi, Epävakaan persoonallisuushäiriön tutkimus ja hoito "
"90482667-d87f-443f-b89d-97d8511bfad6","Marco","Kärkkäinen","Psykoterapeutti","","Kokonaisvaltainen lähestymistapa psykoterapiaan huomioi koko ihmisen – fyysiset, emotionaaliset ja henkiset näkökohdat – sen sijaan, että keskittyisi vain tiettyihin kysymyksiin. 

Terapia sisältää kattavan arvioinnin, yksilölliset hoitosuunnitelmat, erilaisten hoitomuotojen yhdistämisen, mielen ja kehon välisen yhteyden tunnistamisen, itsetietoisuuden kasvattamisen, voimaantumisen ja itsehoidon sekä yhteistyön muiden terveydenhuollon ammattilaisten kanssa. Tällä lähestymistavalla pyritään edistämään paranemista ja hyvinvointia käsittelemällä elämän kaikkia ulottuvuuksia.

Terapeuttina vahvuuteni on kuuntelutaito, osaan poimia keskustelusta oleellisia asioita ja myös kysyä oikeanlaisia kysymyksiä. Olen suorapuheinen ja osallistuva, en kiertele asioita vaan puhun niistä oikeilla nimillä. Erityisen kiinnostunut terapeuttina olen itsetunto-ongelmista, ylisuorittamisesta, parisuhdehaasteista, uupumusoireista, ahdistuksesta ja unihäiriöistä.","Masennuksen tutkimus ja hoito , Sopeutumishäiriöiden tutkimus ja hoito, Psykoterapia, psykoterapeutti, Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Vakavaan sairauteen sopeutuminen, Kivun psykologinen hoito, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Ikääntyvän psykologinen tuki, Unettomuus, Työuupumuksen tutkimus ja hoito, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Fobioiden tutkimus ja hoito , Kriisituki, Unettomuuden hoito (yksilötuki), Väsymys ja sen hoito"
"eddfae56-5792-45c3-b36b-fbe17af7f462","Hanna","Roihu","Psykoterapeutti","","Koulutukseltani olen voimavarakeskeinen pari- ja perhepsykoterapeutti, seksuaaliterapeutti ja psykiatrinen sairaanhoitaja.

Olen tavannut työssäni aikuisia, nuoria ja lapsia erilaisissa kokoonpanoissa. Olen työskennellyt mm. erilaisista elämän kriiseistä, ahdistus- ja masennusoireista ja työuupumuksesta kärsivien asiakkaiden kanssa.

Terapiatapaamisten lähtökohtana on luottamuksellinen ja hyvä yhteistyösuhde. Pidän tärkeänä sitä, että tapaamisessa kaikki tulevat kuulluiksi ja sitä, että voimme keskustella juuri sinulle/ teille tärkeistä teemoista. Näin voimme etsiä yhteistä ymmärrystä, pohtia, mistä tilanteessa on kysymys, sekä kulkea kohti yhdessä määrittelemiämme tavoitteita.

Vastaanotolleni ovat tervetulleita parit ja perheet sekä täysi-ikäiset yksilöasiakkaat. Palveluihini kuuluu myös työterveyden lyhytpsykoterapia.

Tunnin vastaanottoajasta on 45 minuuttia vastaanottoa ja 15 minuuttia kirjaamisaikaa.","Psykoterapia, psykoterapeutti, Työterveyden lyhytpsykoterapia"
"3692aad9-53d1-461e-a054-8d8fdc5874eb","Jatta","Ulmala","psykoterapeutti, perhe- ja paripsykoterapeutti","","Olen Valviran hyväksymä perhe- ja paripsykoterapeutti, tarjoan myös lyhytterapiajaksoja (1–20 kertaa) itsemaksaville sekä työterveyshuollon ja vakuutusyhtiöiden asiakkaille. Työskentelyssä lähden liikkeelle asiakkaan tarpeista ja toiveista olemalla rinnalla kulkija yhteisellä matkalla muutosten saavuttamiseksi. Psykoterapeuttina minulle on tärkeää arvostava, turvallinen ja myötäelävä suhde.

Pohjakoulutukseltani olen sairaanhoitaja ja minulla on yli 20 vuoden työkokemus aikuisten sekä nuorten psykiatrisesta erikoissairaanhoidosta. Minulla on laaja-alaista työkokemusta sekä osaamista erilaisiin elämänkriiseihin ja mielenterveyden ongelmatilanteisiin liittyen. Lisäksi minulla on kokemusta traumaattisia kriisejä kohdanneiden asiakkaiden kanssa työskentelystä. 

Olet tervetullut vastaanotolleni sellaisena kuin olet. Tapaamiset on mahdollista toteuttaa myös etäyhteyden välityksellä.","Surevan tuki, Seksuaaliterapia, Stressin säätelytaitojen vahvistaminen, Paniikkihäiriön tutkimus ja hoito , Pariterapia, Nuorten psykoterapia, Masennuksen tutkimus ja hoito , Sopeutumishäiriöiden tutkimus ja hoito, Psykoterapia, psykoterapeutti, Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Vakavaan sairauteen sopeutuminen, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Eroauttaminen, Kognitiiviset menetelmät, Perheen tuki, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Nuoren psykologinen tuki, Ikääntyvän psykologinen tuki, Lapsen ja vanhemman välisen vuorovaikutuksen tuki , Unettomuus, Työuupumuksen tutkimus ja hoito, Lapsiperheen mielen tuki, Psykologia ja psykoterapia, Syömishäiriöiden tutkimus ja hoito, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Seksuaalisuuden ja sukupuolen moninaisuus, Fobioiden tutkimus ja hoito , Lasten, nuorten ja perheiden mielen hyvinvointi, Itsetuhoisuuden tutkimus ja hoito, Ahdistuneisuushäiriöiden tutkimus ja hoito , Seksuaalisuuden kysymykset, Vihan käsittely, Psykoosien ja skitsofrenian tutkimus ja hoito, Pakko-oireiden tutkimus ja hoito, Kriisituki, Riippuvuuksien arviointi ja tuki, Unettomuuden hoito (yksilötuki), Parisuhteen hyvinvointi, Väsymys ja sen hoito, Perheterapia, Epävakaan persoonallisuushäiriön tutkimus ja hoito "
"158358a4-23f7-4c4d-92a9-d6f56cbb4e29","Sanna-Mari","Moilanen","Psykoterapeutti","Olen sairaanhoitaja (YAMK), pari ja perhepsykoterapeutti (Valvira), seksuaalineuvoja sekä valmistuva (2024) Integratiivinen yksilöpsykoterapeutti.","Teen työterveyden lyhytpsykoterapiaa ja otan vastaan myös yksilöitä, pareja ja perheitä.
Minulla on pitkä kokemus monenlaisten asiakkaiden ja erilaisten haasteiden kanssa työskentelystä.

Olen psykoterapeuttina rauhallinen, läsnäoleva ja kuunteleva, mutta myös aktiivisesti kyselevä ja aidosti kiinnostunut asiakkaasta. Työotteessani näkyy Integratiivisuus, jolloin asiakkaan kanssa yhdessä ja yhteistyössä pyritään löytämään ne keinot, mitkä parhaiten asiakasta auttavat ja vievät eteenpäin. Arvostava ja kunnioittava vuorovaikutus on tärkeä osa psykoterapian onnistumista.

Tervetuloa vastaanotolleni.","Surevan tuki, Stressin säätelytaitojen vahvistaminen, Paniikkihäiriön tutkimus ja hoito , Pariterapia, Masennuksen tutkimus ja hoito , Sopeutumishäiriöiden tutkimus ja hoito, Psykoterapia, psykoterapeutti, Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Perheen tuki, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Integratiiviset psykoterapiat, Lapsen ja vanhemman välisen vuorovaikutuksen tuki , Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Itsetuhoisuuden tutkimus ja hoito, Ahdistuneisuushäiriöiden tutkimus ja hoito , Pakko-oireiden tutkimus ja hoito, Kriisituki, Perheterapia, Epävakaan persoonallisuushäiriön tutkimus ja hoito "
"a1cc951e-6caa-44bd-861e-e29e63dce946","Virpi","Kokkonen","Työterveyspsykologi","Työterveyspsykologi, psykoterapeutti (Valvira), työnohjaaja (Story ry)","Palveluihini kuuluvat työterveyspsykologin arviointi- ja neuvontakäynnit sekä työyhteisötyö mukaan lukien työnohjaus niin yksilöille kuin pienryhmille. Lyhytpsykoterapia työterveyshuollon asiakassopimuksen mukaan.Työskentelyotteeni on voimavarakeskeinen ja dialoginen, asiakasta kunnioitava ja tarvittessa eri työskentelymenetelmiä soveltava asiakkaan resurssien ja voimavarojen mukaan. Hyödynnän mm. mielikuvatyöskentelyä sekä toiminnallisia menetelmiä, traumatyössä EMDR-menetelmää.","Mindfulness, Terveys- ja hyvinvointiluennot, Coaching, TyöOptimi, Ristiriitatilanteet, Psykologi, Psykoterapia, psykoterapeutti, Psykososiaaliset kriisitilanteet työpaikalla, 175d606a-f964-4eb3-aea4-6367012fd460, Esimiesten hyvinvointiohjelma, c4a4766f-34f7-44fc-8daa-78d8ce538984, e6ec88dd-936a-40d4-8495-8ff58a81058c, Terveyskysely, Työterveyspsykologi, Työterveyden lyhytpsykoterapia, Esimiestyön sparraus, Tietotyön kehittäminen, Palautuminen, Unettomuuden hoito (yksilötuki), Painonhallinta ja elämäntapamuutos (yksilötuki)"
"5f5d76ba-1ca7-435c-a21b-7a2f866e9300","Hilkka","Aurinko","Psykoterapeutti, perhe- ja paripsykoterapeutti, työnohjaaja, nepsy-valmentaja","Psykoterapeutti, perhe- ja pariterapeutti, psykiatrian erikoissairaanhoitaja, työnohjaaja, neuropsykiatrinen valmentaja ja mindfulness-ohjaaja","Tervetulleita ovat kaikenikäiset masennus-, ahdistus-, trauma-, paniikki- ja pakko-oireiset asiakkaat sekä perheet ja pariskunnat. 

Jos koet väsymystä, uupumusta tai mielialan alenemista, voisimme yhdessä arvioida tilannettasi. Tilanteeseen kannattaa puuttua ajoissa, jotta uupumus ei uhkaa työssä selviytymistäsi. Jos perheessäsi tai parisuhteessasi on kuormitusta, voimme tavata yhdessä puolisosi tai perheesi kanssa ja etsiä yhdessä ratkaisuja tilanteeseesi. 

Tarjoan myös Kelan tukemaa perhe- ja paripsykoterapiaa. Jos pohdit itselläsi olevan neuropsykiatrisia oireita tai olet saanut jo nepsy-diagnoosin, voin auttaa sinua selvittämään tilannettasi tai ratkaisemaan arkipäivään tai työelämään liittyviä haasteita. Elämäntilanteessasi saattaa olla paineita ja stressiä, voisin tarjota sinulle Mindfulness-menetelmän mukaisia stressinpoistoharjoituksia. 

Perehdyn tarkkaan tilanteeseesi, kuuntelen ja pyrin kaikella osaamisellani helpottamaan tilannettasi. 

Tervetuloa vastaanotolleni!","Työnohjauspalvelut työterveysasiakkaalle, Surevan tuki, Mindfulness, Elintapamuutosten psykologinen tuki, Stressin säätelytaitojen vahvistaminen, Neuropsykiatrinen valmennus, Paniikkihäiriön tutkimus ja hoito , Pariterapia, Maahanmuuttajan ja turvapaikanhakijan tuki, Masennuksen tutkimus ja hoito , Psykoterapia, psykoterapeutti, Vanhempien ohjauskäynnit (osana lapsen tai nuoren psykoterapiaa) , Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Vakavaan sairauteen sopeutuminen, Työnohjauspalvelut, ADHD:n arviointi ja tuki, Eroauttaminen, Perheen tuki, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Nuoren psykologinen tuki, Ikääntyvän psykologinen tuki, Lapsen ja vanhemman välisen vuorovaikutuksen tuki , Unettomuus, Työuupumuksen tutkimus ja hoito, Tietoisuustaidot eli Mindfulness, Lapsiperheen mielen tuki, Syömishäiriöiden tutkimus ja hoito, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Lapsen psykologinen tuki, Fobioiden tutkimus ja hoito , Itsetuhoisuuden tutkimus ja hoito, Neuropsykiatristen oireiden arviointi ja tuki, Ahdistuneisuushäiriöiden tutkimus ja hoito , Psykoosien ja skitsofrenian tutkimus ja hoito, Pakko-oireiden tutkimus ja hoito, Tunnekeskeinen paripsykoterapia (EFT), Kriisituki, Perheterapia, afa8545f-02d2-4d39-9e1f-62fedbdb9724"
"fa1b553e-acc6-4f66-ada8-5cee7ecb14da","Krista","Koskinen","Psykoterapeutti","Kokenut psykologi ja psykoterapeutti","Olen psykologi ja psykoanalyyttinen psykoterapeutti, lisäksi olen erikoistunut lyhytpsykoterapiaan. Olen työskennellyt pitkään aikuisten ja nuorten aikuisten kanssa. Olen tehnyt lyhyitä arviointi- ja neuvontajaksoja, lyhytpsykoterapioita ja pitkiä intensiivisiä psykoterapioita. Työotteeni on lämmin, aktiivinen ja kuunteleva. Palveluihini kuuluvat tällä hetkellä lyhytpsykoterapiat.","Psykoterapia, psykoterapeutti, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Työterveyden lyhytpsykoterapia"
"c55557b1-6f92-4fbf-b1a7-b9f21205751c","Anneli","Sinisola","Kognitiivinen psykoterapeutti, voimavarakeskeinen työnohjaaja","Olen kognitiivinen yksilöpsykoterapeutti (YTM).","Olen kognitiivinen yksilöpsykoterapeutti ja YTM. Kognitiivisessa terapiassa tavoitteena on hoitaa mielenterveyden häiriöitä tunnistamalla ja muokkaamalla haitallisia ajatus-, tunne- ja toimintatapoja niin, että hyvinvointi lisääntyy ja kärsimys vähenee. Minulla on lisäkoulutusta mm. skeema-, hyväksymis- ja arvopohjaisesta terapiasta (Focused ACT). Työskentelyotteeni on aktiivinen ja inhimillinen. Uskon siihen, että jokaisella ihmisellä on mahdollisuus löytää riittävä tasapaino ja elää merkityksellistä elämää. Teen sekä lyhytterapiaa että kuntoutuspsykoterapiaa. Lyhytterapia on sopiva terapiamuoto mm. elämänkriiseissä tai kun työhyvinvointi on uhattuna. Lyhytterapia voi olla osa työterveyshuollollista hoitoa. Terapia voi tapahtua sekä livenä että netin välityksellä. Olen myös koulutettu työnohjaaja. Työnohjaan sekä yksilöitä ja ryhmiä että työyhteisöjä. Pidän koulutuksia mm. työhyvinvointiin ja ihmisen elämänlaadun parantamiseen liittyvistä teemoista.","Surevan tuki, Stressin säätelytaitojen vahvistaminen, Kivun hoito, 5c293540-ef20-437d-945f-3321804b8a08, Sopeutumishäiriöiden tutkimus ja hoito, Psykoterapia, psykoterapeutti, Vanhempien ohjauskäynnit (osana lapsen tai nuoren psykoterapiaa) , Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Vakavaan sairauteen sopeutuminen, Kivun psykologinen hoito, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Työnohjauspalvelut, 15a284a3-75f0-4030-95da-672c8b50cbed, Eroauttaminen, Kognitiiviset menetelmät, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Nuoren psykologinen tuki, Unettomuus, Työuupumuksen tutkimus ja hoito, Mielen hyvinvoinnin asiantuntijaluennot, Univalmentaja, Kognitiivinen psykoterapia, Skeematerapia, Työterveyden lyhytpsykoterapia, Fobioiden tutkimus ja hoito , Itsetuhoisuuden tutkimus ja hoito, 88f839d1-9603-4011-921e-be3cde638034, Vihan käsittely, Hyväksymis- ja omistautumisterapia (HOT), Pakko-oireiden tutkimus ja hoito, Unihäiriöt, Kriisituki, Riippuvuuksien arviointi ja tuki, Unettomuuden hoito (yksilötuki), b70231e4-f9e5-45e4-9165-de74d5223f17"
"8719a9f8-558c-4eca-811e-d64885184581","Lotta","Heiskanen","Psykologi, psykoterapeutti","Asiantunteva psykologi ja psykoterapeutti","Olen koulutukseltani psykoterapian erikoispsykologi ja kouluttajapsykoterapeutti. Vastaanottoni on painottunut työikäisten mielenterveyden tukemiseen. Minulla on kokemusta parien ja perheiden psykologina toimimisesta. Turvallinen, luottamuksellinen, tilaa antava ja hyväksyvä, mutta ammatillinen ja rajat säilyttävä suhde asiakkaaseen on minulle terapian tekemisessä tärkeintä. Työskentelyäni ohjaavat tutkitut menetelmät – mutta yhtä tärkeänä pidän ainutkertaisuuden kohtaamista, pysähtymistä olemaan läsnä ihmisenä ihmiselle. Viitekehykseni on integratiivinen. Yhdistän työssäni erilaisia psykoterapeuttisia menetelmiä. Pyrimme löytämään yksilöllisesti sopivat keinot yhdessä sovittuun tavoitteeseen pääsemiseksi. Minulle on tärkeää, että hoito edistyy tavalla, josta on apua. Arvioin säännöllisesti hoidon vaikuttavuutta. Koulutan ja työnohjaan mielelläni osaamisalueiltani. Valitettavasti tällä hetkellä minulla ei ole tilaa uusille Kelan kuntoutuspsykoterapioille.","Psykologi, Psykoterapia, psykoterapeutti, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Työterveyden lyhytpsykoterapia, 88f839d1-9603-4011-921e-be3cde638034"
"7ffc05c4-f433-4612-be4b-42ca17bd04dd","Hanna","Perko","Työterveyspsykologi","Ammattitaitoinen psykologi, työterveyspsykologi ja psykoterapeutti","Olen työterveyspsykologi ja psykoterapeutti (perhe- ja pariterapia). Olen kiinnostunut tukemaan yksilön työssä jaksamista ja työhyvinvoinnin lisäämistä sekä voimavarojen löytymistä niin työ- kuin yksityiselämässä. Voit tulla vastaanotolle keskustelemaan esimerkiksi uupumuksesta, stressistä, ahdistuksesta, haastavista ihmissuhteista tai erilaisista elämän kriiseistä tai muutoksista. Olen aktiivisesti keskusteleva ja valmis pohdiskelemaan tilannettasi eri näkökulmista. Teen myös työterveyden lyhytpsykoterapioita. Tervetuloa vastaanotolleni!","Terveys- ja hyvinvointiluennot, Ristiriitatilanteet, Psykoterapia, psykoterapeutti, Psykososiaaliset kriisitilanteet työpaikalla, Muutostuki, Työuupumuksen tutkimus ja hoito, Työterveyspsykologi, Työterveyden lyhytpsykoterapia, Esimiestyön sparraus, Työhyvinvointi, Varhainen tuki ja haastavat tilanteet"
"30a18444-9227-48d5-935a-5daf020cb2f9","Anu","Leinonen","psykoterapeutti, psykologi","Aktiivisesti kuunteleva ja läsnäoleva psykoterapeutti ja psykologi","Pari – ja perhepsykoterapeuttina toimin vakauttavasti. Toteutan mielelläni myös lyhytpsykoterapeuttisia yksilöhoitoja. Haluan tukea asiakkaitani olemaan läsnä ja rakentamaan toimivia ihmissuhteita sekä merkityksellisyyden kokemusta. Olen työskennellyt paljon pikkulapsiperheiden kanssa ja auttanut perheenjäseniä kiintymyssuhteiden vahvistamisessa. Minulla on pitkä kokemus aikuispsykiatriasta ja kriisityöstä.

Vastaanotolla ensisijainen tehtäväni on lisätä asiakkaiden turvallisuuden kokemusta. Käytän keskustelun ohella tarvittaessa erilaisia vakauttavia harjoituksia, jotka auttavat asiakkaita olemaan nykyhetkessä ja työskentelemään omien tavoitteiden suuntaisesti. Näitä ovat hengitysharjoitukset, mielikuvaharjoitukset ja keholliset harjoitukset

Tervetuloa vastaanotolleni!","Surevan tuki, Elintapamuutosten psykologinen tuki, Stressin säätelytaitojen vahvistaminen, Pariterapia, Maahanmuuttajan ja turvapaikanhakijan tuki, 5c293540-ef20-437d-945f-3321804b8a08, Psykologi, d56ba243-016d-48c9-9ceb-4512360489af, Psykoterapia, psykoterapeutti, Vakavaan sairauteen sopeutuminen, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Työnohjauspalvelut, 15a284a3-75f0-4030-95da-672c8b50cbed, Lastenpsykologin vastaanotto, Kelan kuntoutuspsykoterapia, Eroauttaminen, Nuoren psykologinen tuki, b2b31ce3-061f-47d9-9fd8-80a62b89b498, Ikääntyvän psykologinen tuki, Tietoisuustaidot eli Mindfulness, b4b63bf0-95b8-4b94-850e-9f138f51c817, Työterveyden lyhytpsykoterapia, Lapsen psykologinen tuki, Lasten, nuorten ja perheiden mielen hyvinvointi, c2959e90-dbcf-414f-9327-c005c87d9128, Ratkaisu- ja voimavarakeskeinen psykoterapia , Seksuaalisuuden kysymykset, Vihan käsittely, b70231e4-f9e5-45e4-9165-de74d5223f17"
"1e9ff354-c51c-44e0-bfad-70e4aeeb99de","Tanja","Kamotskin","psykoterapeutti","Asiakaslähtöinen psykoterapeutti, seksuaalineuvoja ja työnohjaaja","Olen psykoterapeutti (perheterapia), seksuaalineuvoja ja työnohjaaja. Kouluttaudun myös parhaillaan integratiiviseksi yksilöpsykoterapeutiksi. Työnohjauksen viitekehys on psykodynaaminen ja mentalisaatioon perustuva. Olen työskennellyt eri-ikäisten yksilö-, perhe- ja pari/monisuhteisten asiakkaiden kanssa. Tutkimustyössä ja aiemmassa työhistoriassa olen perehtynyt väkivalta- ja kiusaamisilmiöön. Koulutukseltani olen sairaanhoitaja, terveydenhoitaja ja Terveystieteen tohtori. Lähestymistapa minulla on integratiivinen eli moniteoreettinen tutkimusnäyttöön perustuva psykoterapeuttinen työote. Peruslähtökohtana integratiivisessa psykoterapiassa ovat asiakkaan yksilölliset hoidolliset tarpeet ja tavoitteet, joihin terapiassa pyritään vastaamaan eri menetelmillä. Tarjoan myös mentalisaatioperusteista työnohjausta. Seksuaalisuuteen liittyvät kysymykset eivät ole minulle vieraita, joten työskentelen mielelläni näiden teemojen kanssa.","Surevan tuki, Elintapamuutosten psykologinen tuki, Seksuaaliterapia, Stressin säätelytaitojen vahvistaminen, Paniikkihäiriön tutkimus ja hoito , Pariterapia, Long covid - pitkäaikaisen koronavirusinfektion hoito, Psykoterapia, psykoterapeutti, Päihdeongelmien lyhytpsykoterapia työterveysasiakkaille, Työnohjauspalvelut, ADHD:n arviointi ja tuki, Eroauttaminen, Perheen tuki, Koulutuspsykoterapia, Kaksisuuntaisen mielialahäiriön tutkimus ja hoito, Nuoren psykologinen tuki, Ikääntyvän psykologinen tuki, Lapsen ja vanhemman välisen vuorovaikutuksen tuki , Työuupumuksen tutkimus ja hoito, Mielen hyvinvoinnin asiantuntijaluennot, Univalmentaja, Lapsiperheen mielen tuki, Työterveyden lyhytpsykoterapia, Parisuhteen tuki, Mielenterveyden tuki ja hoito, Fobioiden tutkimus ja hoito , Itsetuhoisuuden tutkimus ja hoito, Ahdistuneisuushäiriöiden tutkimus ja hoito , Seksuaalisuuden kysymykset, Vihan käsittely, Psykoosien ja skitsofrenian tutkimus ja hoito, Pakko-oireiden tutkimus ja hoito, Kriisituki, Riippuvuuksien arviointi ja tuki, Unettomuuden hoito (yksilötuki), Perheterapia, Epävakaan persoonallisuushäiriön tutkimus ja hoito , Masennuksen tutkimus ja hoito , Vakavaan sairauteen sopeutuminen, afa8545f-02d2-4d39-9e1f-62fedbdb9724, Integratiiviset psykoterapiat, Ratkaisu- ja voimavarakeskeinen psykoterapia "
